chunk_size,chunk_overlap,retriever_k,reranker_n,use_hyde,faithfulness,answer_correctness,context_precision,context_recall
512,50,10,5,False,0.8376068376068376,0.6783449002389424,0.7222222221925926,1.0
512,50,10,5,True,0.8848484848484848,0.5797492493779687,0.5222222221975926,1.0
