chunk_size,chunk_overlap,faithfulness,answer_correctness,context_precision,context_recall
512,50,0.746588693957115,0.5460930718242516,0.6118707482891399,0.8333333333333334
768,115,0.620116863949881,0.633053625217839,0.7562463256761615,0.8333333333333334
1024,200,0.9022144374569141,0.6819721841534886,0.6913359788223769,1.0
