chunk_size,chunk_overlap,retriever_k,reranker_n,faithfulness,answer_correctness,context_precision,context_recall
512,50,10,2,0.45436507936507936,0.5351756703312488,0.49999999995,0.6666666666666666
512,50,10,5,0.905966607339605,0.6587369064503078,0.7222222221925926,1.0
512,50,20,5,0.9248366013071895,0.6641992699026079,0.722222222197037,0.8333333333333334
