chunk_size,chunk_overlap,retriever_k,reranker_n,faithfulness,answer_correctness,context_precision,context_recall
1024,200,10,2,0.7948515891778304,0.49449310255206785,0.6666666666333333,0.6666666666666666
1024,200,10,5,0.8612162162162162,0.6195374677456503,0.7958333333092709,0.6666666666666666
1024,200,20,5,0.8036244800950684,0.6008081581069007,0.7166666666454167,0.6666666666666666
