chunk_size,chunk_overlap,retriever_k,reranker_n,use_hyde,faithfulness,answer_correctness,context_precision,context_recall
1024,200,10,5,False,0.9557748538011696,0.7024223140408368,0.7124999999776042,0.6666666666666666
1024,200,10,5,True,0.7357789269553976,0.593840729751757,0.6791666666446874,0.6666666666666666
